,id,name,user,rating
0,1032,B-17: Queen of the Skies,moonglum01,10.0
1,1032,B-17: Queen of the Skies,chiswi,10.0
2,1032,B-17: Queen of the Skies,ADM Mako,10.0
3,1032,B-17: Queen of the Skies,Slick91,10.0
4,1032,B-17: Queen of the Skies,billandmonica,10.0
5,1032,B-17: Queen of the Skies,Ri8924,10.0
6,1032,B-17: Queen of the Skies,scottdprt,10.0
7,1032,B-17: Queen of the Skies,Da Black Gobo,10.0
8,1032,B-17: Queen of the Skies,ShaoHong,10.0
9,1032,B-17: Queen of the Skies,jlynn,10.0
10,1032,B-17: Queen of the Skies,XiBi,10.0
11,1032,B-17: Queen of the Skies,Doniphann,10.0
12,1032,B-17: Queen of the Skies,dwarrowdelf2000,10.0
13,1032,B-17: Queen of the Skies,TyrTiuLiu,10.0
14,1032,B-17: Queen of the Skies,Arcadian Del Sol,10.0
15,1032,B-17: Queen of the Skies,Athena60_98,10.0
16,1032,B-17: Queen of the Skies,EasyPickens,10.0
17,1032,B-17: Queen of the Skies,James_Blair,10.0
18,1032,B-17: Queen of the Skies,CJstratgamer,10.0
19,1032,B-17: Queen of the Skies,Dirty Harry,10.0
20,1032,B-17: Queen of the Skies,Felisan88,10.0
21,1032,B-17: Queen of the Skies,Temmogen,10.0
22,1032,B-17: Queen of the Skies,armed-medic,10.0
23,1032,B-17: Queen of the Skies,GrinningDwarf,10.0
24,1032,B-17: Queen of the Skies,gerbil831959,10.0
25,1032,B-17: Queen of the Skies,themightyeighth,10.0
26,1032,B-17: Queen of the Skies,captain3k,10.0
27,1032,B-17: Queen of the Skies,TheMarko,10.0
28,1032,B-17: Queen of the Skies,andrewlaingza,10.0
29,1032,B-17: Queen of the Skies,Leonidas01994,10.0
30,1032,B-17: Queen of the Skies,RichardC,10.0
31,1032,B-17: Queen of the Skies,Jammer17,10.0
32,1032,B-17: Queen of the Skies,KOS83,10.0
33,1032,B-17: Queen of the Skies,aerogoose,10.0
34,1032,B-17: Queen of the Skies,Bill Beckman,10.0
35,1032,B-17: Queen of the Skies,plem45,10.0
36,1032,B-17: Queen of the Skies,antoniomena,10.0
37,1032,B-17: Queen of the Skies,Skittles Sabot,10.0
38,1032,B-17: Queen of the Skies,victiger,10.0
39,1032,B-17: Queen of the Skies,SolitaireOnly,10.0
40,1032,B-17: Queen of the Skies,kastrologos,10.0
41,1032,B-17: Queen of the Skies,buffmeister,10.0
42,1032,B-17: Queen of the Skies,rallypoint,10.0
43,1032,B-17: Queen of the Skies,pvi99th,10.0
44,1032,B-17: Queen of the Skies,TheJeffa,10.0
45,1032,B-17: Queen of the Skies,EL C0ND0R,10.0
46,1032,B-17: Queen of the Skies,aaplace,10.0
47,1032,B-17: Queen of the Skies,wolverinetoddy,10.0
48,1032,B-17: Queen of the Skies,Joan_Rico,10.0
49,1032,B-17: Queen of the Skies,M37dude,10.0
50,1032,B-17: Queen of the Skies,kingmrr,10.0
51,1032,B-17: Queen of the Skies,Momoshiro,10.0
52,1032,B-17: Queen of the Skies,dingers,10.0
53,1032,B-17: Queen of the Skies,rsottjr,10.0
54,1032,B-17: Queen of the Skies,grinnell1969,10.0
55,1032,B-17: Queen of the Skies,Pitbull60,10.0
56,1032,B-17: Queen of the Skies,The Eraser,10.0
57,1032,B-17: Queen of the Skies,Katipunero,10.0
58,1032,B-17: Queen of the Skies,Katipunero,10.0
59,1032,B-17: Queen of the Skies,Katipunero,10.0
60,1032,B-17: Queen of the Skies,420017,10.0
61,1032,B-17: Queen of the Skies,281stBG_HQ,10.0
62,1032,B-17: Queen of the Skies,purple peach,10.0
63,1032,B-17: Queen of the Skies,boyce1981,10.0
64,1032,B-17: Queen of the Skies,captainamerica,10.0
65,1032,B-17: Queen of the Skies,gersh77,10.0
66,1032,B-17: Queen of the Skies,theorangesven,10.0
67,1032,B-17: Queen of the Skies,amberlight,10.0
68,1032,B-17: Queen of the Skies,ScotRanger,10.0
69,1032,B-17: Queen of the Skies,mevdev,10.0
70,1032,B-17: Queen of the Skies,Bogge354,10.0
71,1032,B-17: Queen of the Skies,gigimitzichotziras,10.0
72,1032,B-17: Queen of the Skies,aphex28,10.0
73,1032,B-17: Queen of the Skies,Spilljeger,10.0
74,1032,B-17: Queen of the Skies,pipboy101,10.0
75,1032,B-17: Queen of the Skies,Dawn of the Dad,10.0
76,1032,B-17: Queen of the Skies,Spilljeger,10.0
77,1032,B-17: Queen of the Skies,Bezmozgu,10.0
78,1032,B-17: Queen of the Skies,MJA1967,10.0
79,1032,B-17: Queen of the Skies,DrownedBat,10.0
80,1032,B-17: Queen of the Skies,ZekeMM25,10.0
81,1032,B-17: Queen of the Skies,Will220,10.0
82,1032,B-17: Queen of the Skies,ShermanA1,10.0
83,1032,B-17: Queen of the Skies,davegw78,10.0
84,1032,B-17: Queen of the Skies,Shoes,10.0
85,1032,B-17: Queen of the Skies,yves wouters,10.0
86,1032,B-17: Queen of the Skies,Eric Westfere,10.0
87,1032,B-17: Queen of the Skies,Ulibarri,10.0
88,1032,B-17: Queen of the Skies,Tonyo,10.0
