,id,name,user,rating
0,4002,Renegades:  Eldar and Chaos Armies for Space Marine,canapi,10.0
1,4002,Renegades:  Eldar and Chaos Armies for Space Marine,themightyeighth,10.0
2,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Luthervamplord,10.0
3,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Rastamann,10.0
4,4002,Renegades:  Eldar and Chaos Armies for Space Marine,hursty3,10.0
5,4002,Renegades:  Eldar and Chaos Armies for Space Marine,bryanbeecher,10.0
6,4002,Renegades:  Eldar and Chaos Armies for Space Marine,jwm00,10.0
7,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Thierry31,9.0
8,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Mleach12,9.0
9,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Grinder7,9.0
10,4002,Renegades:  Eldar and Chaos Armies for Space Marine,ReignsEternal,9.0
11,4002,Renegades:  Eldar and Chaos Armies for Space Marine,TheDemonIdol,9.0
12,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Paul Harding,9.0
13,4002,Renegades:  Eldar and Chaos Armies for Space Marine,KTG17,9.0
14,4002,Renegades:  Eldar and Chaos Armies for Space Marine,ericbrooke,9.0
15,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Gosterro,9.0
16,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Malkryst,9.0
17,4002,Renegades:  Eldar and Chaos Armies for Space Marine,wan98,9.0
18,4002,Renegades:  Eldar and Chaos Armies for Space Marine,friedricetheman,8.8
19,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Jagdtiger,8.3
20,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Darsis,8.2
21,4002,Renegades:  Eldar and Chaos Armies for Space Marine,dogea,8.0
22,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Han Shot First,8.0
23,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Kavu,8.0
24,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Blorsh,8.0
25,4002,Renegades:  Eldar and Chaos Armies for Space Marine,zarachM,8.0
26,4002,Renegades:  Eldar and Chaos Armies for Space Marine,zaarin7,8.0
27,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Nostrilius,8.0
28,4002,Renegades:  Eldar and Chaos Armies for Space Marine,DegenerateElite,8.0
29,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Groghammer,8.0
30,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Bloodcat,7.5
31,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Gattolardo,7.0
32,4002,Renegades:  Eldar and Chaos Armies for Space Marine,The Burnin8or,7.0
33,4002,Renegades:  Eldar and Chaos Armies for Space Marine,sanguine,7.0
34,4002,Renegades:  Eldar and Chaos Armies for Space Marine,cutlass,7.0
35,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Sheltem,7.0
36,4002,Renegades:  Eldar and Chaos Armies for Space Marine,IjonTichy,7.0
37,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Michael Becker,7.0
38,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Gaming God,7.0
39,4002,Renegades:  Eldar and Chaos Armies for Space Marine,mainman99,7.0
40,4002,Renegades:  Eldar and Chaos Armies for Space Marine,snyder_rb,7.0
41,4002,Renegades:  Eldar and Chaos Armies for Space Marine,Mr Mofo,7.0
42,4002,Renegades:  Eldar and Chaos Armies for Space Marine,boneyman1769,7.0
43,4002,Renegades:  Eldar and Chaos Armies for Space Marine,manuelor,7.0
