,id,name,user,rating
107,10022,La Révolution française: La patrie en danger 1791-1795,hotc,6
108,10022,La Révolution française: La patrie en danger 1791-1795,AlejandroCalle,6
109,10022,La Révolution française: La patrie en danger 1791-1795,e1corral,6
110,10022,La Révolution française: La patrie en danger 1791-1795,Messire,6
111,10022,La Révolution française: La patrie en danger 1791-1795,pwotruba,6
112,10022,La Révolution française: La patrie en danger 1791-1795,loopoocat,6
113,10022,La Révolution française: La patrie en danger 1791-1795,redradek,6
114,10022,La Révolution française: La patrie en danger 1791-1795,heli,5
115,10022,La Révolution française: La patrie en danger 1791-1795,swedgamer,5
116,10022,La Révolution française: La patrie en danger 1791-1795,davbrat1960,5
117,10022,La Révolution française: La patrie en danger 1791-1795,Africanus,4
118,10022,La Révolution française: La patrie en danger 1791-1795,Charles Vasey,4
119,10022,La Révolution française: La patrie en danger 1791-1795,JeanMichelGrosjeu,4
120,10022,La Révolution française: La patrie en danger 1791-1795,jnroe,1
121,10022,La Révolution française: La patrie en danger 1791-1795,kathench,1
122,10055,Early Birds,Knollusk,10
123,10055,Early Birds,WeLuvBGs,9.25
124,10055,Early Birds,madisonlloyd,9
125,10055,Early Birds,Nostalgo80s,7
126,10055,Early Birds,mortee50,6
127,10055,Early Birds,MasterArcaJeth,6
128,10055,Early Birds,stebbi57,3
129,10058,"Great Shakes, Charlie Brown!",kathn,8
130,10058,"Great Shakes, Charlie Brown!",CasualJohn,7
131,10085,Last Action Hero 3-D Board Game,Joeycruel,10
132,10085,Last Action Hero 3-D Board Game,warta,6
133,10085,Last Action Hero 3-D Board Game,raphlin,6
134,10088,Match-Ability,lyndseynay,10
135,10088,Match-Ability,pichak,8
136,10088,Match-Ability,ctripp,7
137,10088,Match-Ability,GameBoy75,7
138,10088,Match-Ability,ntar,7
139,10088,Match-Ability,bkwestman,6
140,10091,Seven Keys,Ryan22184,10
141,10091,Seven Keys,GustavMahler,6.5
142,10091,Seven Keys,dougge3r,5
143,10113,Fore-Playing Cards,TheBardGamer,10
144,10113,Fore-Playing Cards,Task,7
145,10156,The Russian Campaign: 4th edition,elevenbutnine,10
146,10156,The Russian Campaign: 4th edition,gregorit,10
147,10156,The Russian Campaign: 4th edition,TimAllen,10
148,10156,The Russian Campaign: 4th edition,BLSchoose,10
149,10156,The Russian Campaign: 4th edition,montanaman,10
150,10156,The Russian Campaign: 4th edition,Nevin,10
151,10156,The Russian Campaign: 4th edition,Nikos,10
152,10156,The Russian Campaign: 4th edition,Sokadr,10
153,10156,The Russian Campaign: 4th edition,benhackman,10
154,10156,The Russian Campaign: 4th edition,Recesvintus,10
155,10156,The Russian Campaign: 4th edition,mwd44,10
156,10156,The Russian Campaign: 4th edition,The Eraser,10
157,10156,The Russian Campaign: 4th edition,Tiger1,10
158,10156,The Russian Campaign: 4th edition,Sox Fan,10
159,10156,The Russian Campaign: 4th edition,PanzerGruppe,10
160,10156,The Russian Campaign: 4th edition,waltervejdo,10
161,10156,The Russian Campaign: 4th edition,Randy Heller,10
162,10156,The Russian Campaign: 4th edition,stangrossman,10
163,10156,The Russian Campaign: 4th edition,RichardWilks,10
164,10156,The Russian Campaign: 4th edition,alzerm,10
165,10156,The Russian Campaign: 4th edition,George Brinton,10
166,10156,The Russian Campaign: 4th edition,deniken1918,10
167,10156,The Russian Campaign: 4th edition,karahgx,9.8
168,10156,The Russian Campaign: 4th edition,Crassus,9.8
169,10156,The Russian Campaign: 4th edition,djarv,9.5
170,10156,The Russian Campaign: 4th edition,PAYDIRT,9.5
171,10156,The Russian Campaign: 4th edition,wwoodfill,9.5
172,10156,The Russian Campaign: 4th edition,jackiesavon,9.5
173,10156,The Russian Campaign: 4th edition,dokebie,9.2
174,10156,The Russian Campaign: 4th edition,Ben_Bos,9.1
175,10156,The Russian Campaign: 4th edition,VT73,9.1
176,10156,The Russian Campaign: 4th edition,alextrov,9
177,10156,The Russian Campaign: 4th edition,gamewyzard,9
178,10156,The Russian Campaign: 4th edition,MarkinSA,9
179,10156,The Russian Campaign: 4th edition,Bonkee3000,9
180,10156,The Russian Campaign: 4th edition,Sunray11,9
181,10156,The Russian Campaign: 4th edition,itm1340,9
182,10156,The Russian Campaign: 4th edition,mbalint,9
183,10156,The Russian Campaign: 4th edition,b5mith,9
184,10156,The Russian Campaign: 4th edition,pmarjora,9
185,10156,The Russian Campaign: 4th edition,Russ G.,9
186,10156,The Russian Campaign: 4th edition,MrUrb,9
187,10156,The Russian Campaign: 4th edition,bendan29,9
188,10156,The Russian Campaign: 4th edition,tarheel,9
189,10156,The Russian Campaign: 4th edition,ddd0004,9
190,10156,The Russian Campaign: 4th edition,jeliason,9
191,10156,The Russian Campaign: 4th edition,jcairol,9
192,10156,The Russian Campaign: 4th edition,meadek,9
193,10156,The Russian Campaign: 4th edition,SewerStarFish,9
194,10156,The Russian Campaign: 4th edition,Jaakko W,9
195,10156,The Russian Campaign: 4th edition,cloro,9
196,10156,The Russian Campaign: 4th edition,gregandjan,9
197,10156,The Russian Campaign: 4th edition,Ryph Raph,9
198,10156,The Russian Campaign: 4th edition,soccerref,9
199,10156,The Russian Campaign: 4th edition,Doel,9
200,10156,The Russian Campaign: 4th edition,izze65,9
201,10156,The Russian Campaign: 4th edition,DutchViper,9
202,10156,The Russian Campaign: 4th edition,ForeverWar,9
203,10156,The Russian Campaign: 4th edition,qqq1970,9
204,10156,The Russian Campaign: 4th edition,Osprey,9
205,10156,The Russian Campaign: 4th edition,elkinsjames02,9
206,10156,The Russian Campaign: 4th edition,zaphod b,9
207,10156,The Russian Campaign: 4th edition,MedicineHat,9
208,10156,The Russian Campaign: 4th edition,guderian2,9
209,10156,The Russian Campaign: 4th edition,Ken626,9
210,10156,The Russian Campaign: 4th edition,GeorgesonCK,9
211,10156,The Russian Campaign: 4th edition,marcocim,9
212,10156,The Russian Campaign: 4th edition,sirgiles,9
213,10156,The Russian Campaign: 4th edition,tozesantos,9
214,10156,The Russian Campaign: 4th edition,rilie1,9
215,10156,The Russian Campaign: 4th edition,kevinbotting,9
216,10156,The Russian Campaign: 4th edition,Llef_Wol,9
217,10156,The Russian Campaign: 4th edition,Rickr2d2,9
218,10156,The Russian Campaign: 4th edition,Lumpystillskin,9
219,10156,The Russian Campaign: 4th edition,Rodoric,9
220,10156,The Russian Campaign: 4th edition,fabiasmaximus,9
221,10156,The Russian Campaign: 4th edition,dlazov,9
222,10156,The Russian Campaign: 4th edition,sikeospi,8.891
223,10156,The Russian Campaign: 4th edition,Peloton,8.5
224,10156,The Russian Campaign: 4th edition,perezron,8.5
225,10156,The Russian Campaign: 4th edition,FlatWorm,8.5
226,10156,The Russian Campaign: 4th edition,morihei,8.5
227,10156,The Russian Campaign: 4th edition,catosulla,8.5
228,10156,The Russian Campaign: 4th edition,hipshot,8.5
229,10156,The Russian Campaign: 4th edition,Jgeist,8.5
230,10156,The Russian Campaign: 4th edition,Lexington,8.5
231,10156,The Russian Campaign: 4th edition,SgtBalicki,8.5
232,10156,The Russian Campaign: 4th edition,ppglaf,8.2
233,10156,The Russian Campaign: 4th edition,JoeSteadman,8
234,10156,The Russian Campaign: 4th edition,alcazar,8
235,10156,The Russian Campaign: 4th edition,gahmt,8
236,10156,The Russian Campaign: 4th edition,atomic freak,8
237,10156,The Russian Campaign: 4th edition,Lawrence Hung,8
238,10156,The Russian Campaign: 4th edition,Hannes,8
239,10156,The Russian Campaign: 4th edition,JustKen,8
240,10156,The Russian Campaign: 4th edition,BugDany,8
241,10156,The Russian Campaign: 4th edition,duckweed,8
242,10156,The Russian Campaign: 4th edition,Foolish_Dog,8
243,10156,The Russian Campaign: 4th edition,Falcata,8
244,10156,The Russian Campaign: 4th edition,XSNRG,8
245,10156,The Russian Campaign: 4th edition,dumpty,8
246,10156,The Russian Campaign: 4th edition,nelsonse,8
247,10156,The Russian Campaign: 4th edition,Sprydle,8
248,10156,The Russian Campaign: 4th edition,Kolumel,8
249,10156,The Russian Campaign: 4th edition,milspec,8
250,10156,The Russian Campaign: 4th edition,gb1469,8
251,10156,The Russian Campaign: 4th edition,Lev Mishkin,8
252,10156,The Russian Campaign: 4th edition,SpareTire,8
253,10156,The Russian Campaign: 4th edition,jacksonriker,8
254,10156,The Russian Campaign: 4th edition,ArmoredYak,8
255,10156,The Russian Campaign: 4th edition,simonluca,8
256,10156,The Russian Campaign: 4th edition,Pensator,8
257,10156,The Russian Campaign: 4th edition,tphon,8
258,10156,The Russian Campaign: 4th edition,Savalls,8
259,10156,The Russian Campaign: 4th edition,OneTinSoldier,8
260,10156,The Russian Campaign: 4th edition,kingtiger1942,8
261,10156,The Russian Campaign: 4th edition,rkircher,8
262,10156,The Russian Campaign: 4th edition,acchas,8
263,10156,The Russian Campaign: 4th edition,Barbarisco,8
264,10156,The Russian Campaign: 4th edition,gittes,8
265,10156,The Russian Campaign: 4th edition,Bozo,8
266,10156,The Russian Campaign: 4th edition,Juaninka,8
267,10156,The Russian Campaign: 4th edition,Bellarion,8
268,10156,The Russian Campaign: 4th edition,Istvanffy,8
269,10156,The Russian Campaign: 4th edition,heinz_guderian,8
270,10156,The Russian Campaign: 4th edition,dakerr,8
271,10156,The Russian Campaign: 4th edition,redradek,8
272,10156,The Russian Campaign: 4th edition,basem2502,8
273,10156,The Russian Campaign: 4th edition,Moeb,8
274,10156,The Russian Campaign: 4th edition,decius,8
275,10156,The Russian Campaign: 4th edition,Juliuspluvius,8
276,10156,The Russian Campaign: 4th edition,Harvey21,8
277,10156,The Russian Campaign: 4th edition,Gedeone,8
278,10156,The Russian Campaign: 4th edition,Epee,8
279,10156,The Russian Campaign: 4th edition,Mindmaster21,8
280,10156,The Russian Campaign: 4th edition,waldon,8
281,10156,The Russian Campaign: 4th edition,ruppert2p,8
282,10156,The Russian Campaign: 4th edition,dospi,8
283,10156,The Russian Campaign: 4th edition,ericmwalters,8
284,10156,The Russian Campaign: 4th edition,landru,8
285,10156,The Russian Campaign: 4th edition,Mark_WH,8
286,10156,The Russian Campaign: 4th edition,pjimeno,8
287,10156,The Russian Campaign: 4th edition,renedeweerd,8
288,10156,The Russian Campaign: 4th edition,Skydogz,8
289,10156,The Russian Campaign: 4th edition,baub64,8
290,10156,The Russian Campaign: 4th edition,drmark64,8
291,10156,The Russian Campaign: 4th edition,mickmick,8
292,10156,The Russian Campaign: 4th edition,Vladivarius,8
293,10156,The Russian Campaign: 4th edition,DanAbraham,8
294,10156,The Russian Campaign: 4th edition,Old Professor,8
295,10156,The Russian Campaign: 4th edition,carpa1981,8
296,10156,The Russian Campaign: 4th edition,dado24m,8
297,10156,The Russian Campaign: 4th edition,suriagostrait,8
298,10156,The Russian Campaign: 4th edition,atkinsst,8
299,10156,The Russian Campaign: 4th edition,ZekeMM25,8
300,10156,The Russian Campaign: 4th edition,truep,8
301,10156,The Russian Campaign: 4th edition,stumpy9300,8
302,10156,The Russian Campaign: 4th edition,laurent76haquet,8
303,10156,The Russian Campaign: 4th edition,genshed62,8
304,10156,The Russian Campaign: 4th edition,Statalyzer,8
305,10156,The Russian Campaign: 4th edition,Wolkster,8
306,10156,The Russian Campaign: 4th edition,blobbo,8
307,10156,The Russian Campaign: 4th edition,drueding,8
308,10156,The Russian Campaign: 4th edition,Grollum,8
309,10156,The Russian Campaign: 4th edition,erniemacmurray,8
310,10156,The Russian Campaign: 4th edition,Belisarius88,8
311,10156,The Russian Campaign: 4th edition,Reisswitz,8
312,10156,The Russian Campaign: 4th edition,waxence,8
313,10156,The Russian Campaign: 4th edition,svenbart,8
314,10156,The Russian Campaign: 4th edition,licinius,7.8
315,10156,The Russian Campaign: 4th edition,average_joe,7.5557
316,10156,The Russian Campaign: 4th edition,countertroll,7.5
317,10156,The Russian Campaign: 4th edition,txelu,7.5
318,10156,The Russian Campaign: 4th edition,luca marcolungo,7.5
319,10156,The Russian Campaign: 4th edition,asevenson,7.5
320,10156,The Russian Campaign: 4th edition,Duglis,7.5
321,10156,The Russian Campaign: 4th edition,Ferdinand,7.5
322,10156,The Russian Campaign: 4th edition,obedmarsh,7.5
323,10156,The Russian Campaign: 4th edition,harzal,7.5
324,10156,The Russian Campaign: 4th edition,SkyGazer,7.5
325,10156,The Russian Campaign: 4th edition,knoel,7.5
326,10156,The Russian Campaign: 4th edition,OttoSkorzeny,7.5
327,10156,The Russian Campaign: 4th edition,litebrite,7.5
328,10156,The Russian Campaign: 4th edition,mike t,7.5
329,10156,The Russian Campaign: 4th edition,rodiazsa,7.5
330,10156,The Russian Campaign: 4th edition,bobkalinowski,7.2
331,10156,The Russian Campaign: 4th edition,Anthony Lee,7
332,10156,The Russian Campaign: 4th edition,collezionista,7
333,10156,The Russian Campaign: 4th edition,Wise_62,7
334,10156,The Russian Campaign: 4th edition,pajlb77,7
335,10156,The Russian Campaign: 4th edition,ctalbot,7
336,10156,The Russian Campaign: 4th edition,Kuromempo,7
337,10156,The Russian Campaign: 4th edition,armando9990,7
338,10156,The Russian Campaign: 4th edition,Sean4,7
339,10156,The Russian Campaign: 4th edition,the wandering wizard,7
340,10156,The Russian Campaign: 4th edition,Cleitus the Black,7
341,10156,The Russian Campaign: 4th edition,John Vasilakos,7
342,10156,The Russian Campaign: 4th edition,iplawyer,7
343,10156,The Russian Campaign: 4th edition,easterc,7
344,10156,The Russian Campaign: 4th edition,shotokanguy,7
345,10156,The Russian Campaign: 4th edition,mlriley,7
346,10156,The Russian Campaign: 4th edition,piotrveliki,7
347,10156,The Russian Campaign: 4th edition,paulamala,7
348,10156,The Russian Campaign: 4th edition,Blackpope,7
349,10156,The Russian Campaign: 4th edition,gamingguy,7
350,10156,The Russian Campaign: 4th edition,megadoux,7
351,10156,The Russian Campaign: 4th edition,esparver73,7
352,10156,The Russian Campaign: 4th edition,icurmt2,7
353,10156,The Russian Campaign: 4th edition,da pyrate,7
354,10156,The Russian Campaign: 4th edition,slk0jmo,7
355,10156,The Russian Campaign: 4th edition,LaVillaStrangiato,7
356,10156,The Russian Campaign: 4th edition,Blastpop,7
357,10156,The Russian Campaign: 4th edition,garner,7
358,10156,The Russian Campaign: 4th edition,Alphawolf,7
359,10156,The Russian Campaign: 4th edition,DaveTu,7
360,10156,The Russian Campaign: 4th edition,Hans838,7
361,10156,The Russian Campaign: 4th edition,chargetheguns,7
362,10156,The Russian Campaign: 4th edition,torpederito,7
363,10156,The Russian Campaign: 4th edition,progers,7
364,10156,The Russian Campaign: 4th edition,Crooky2k,7
365,10156,The Russian Campaign: 4th edition,yvesvanherp,7
366,10156,The Russian Campaign: 4th edition,Thirsty,7
367,10156,The Russian Campaign: 4th edition,jwlk12,7
368,10156,The Russian Campaign: 4th edition,oil3938,7
369,10156,The Russian Campaign: 4th edition,Legionary312AD,7
370,10156,The Russian Campaign: 4th edition,Denethor,7
371,10156,The Russian Campaign: 4th edition,Arctic Jack,7
372,10156,The Russian Campaign: 4th edition,Joe Miner,7
373,10156,The Russian Campaign: 4th edition,lkitchings,7
374,10156,The Russian Campaign: 4th edition,Fuzzcrumbler,7
375,10156,The Russian Campaign: 4th edition,mario vallee,7
376,10156,The Russian Campaign: 4th edition,corgigeneral,7
377,10156,The Russian Campaign: 4th edition,leffe dubbel,7
378,10156,The Russian Campaign: 4th edition,Blameless,7
379,10156,The Russian Campaign: 4th edition,Invsal,7
380,10156,The Russian Campaign: 4th edition,Jacques_Henri,7
381,10156,The Russian Campaign: 4th edition,testicleez,6.8
382,10156,The Russian Campaign: 4th edition,Michael Mountland,6.8
383,10156,The Russian Campaign: 4th edition,mgringo,6.51
384,10156,The Russian Campaign: 4th edition,dmac444,6.5
385,10156,The Russian Campaign: 4th edition,chawnigan,6.5
386,10156,The Russian Campaign: 4th edition,brandysta,6.2
387,10156,The Russian Campaign: 4th edition,JackBeckman,6
388,10156,The Russian Campaign: 4th edition,Bogatir,6
389,10156,The Russian Campaign: 4th edition,WatchmanX2000,6
390,10156,The Russian Campaign: 4th edition,Bob Mosdal,6
391,10156,The Russian Campaign: 4th edition,Kevin Moody,6
392,10156,The Russian Campaign: 4th edition,karstenengelmann,6
393,10156,The Russian Campaign: 4th edition,larrybuddigan,6
394,10156,The Russian Campaign: 4th edition,Alessandro Raimondo,6
395,10156,The Russian Campaign: 4th edition,Dieroll Honker,6
396,10156,The Russian Campaign: 4th edition,Arvack,6
397,10156,The Russian Campaign: 4th edition,Cyberboarder,6
398,10156,The Russian Campaign: 4th edition,alhay1959,6
399,10156,The Russian Campaign: 4th edition,mkiefte,6
400,10156,The Russian Campaign: 4th edition,gallid,6
401,10156,The Russian Campaign: 4th edition,BartowWing,6
402,10156,The Russian Campaign: 4th edition,wargamerx,6
403,10156,The Russian Campaign: 4th edition,DoveBar,6
404,10156,The Russian Campaign: 4th edition,Memorare,6
405,10156,The Russian Campaign: 4th edition,gorlim,6
406,10156,The Russian Campaign: 4th edition,mrbrown,6
407,10156,The Russian Campaign: 4th edition,yetima,6
408,10156,The Russian Campaign: 4th edition,B41939,6
409,10156,The Russian Campaign: 4th edition,Socrates1,6
410,10156,The Russian Campaign: 4th edition,JimWesterfield,6
411,10156,The Russian Campaign: 4th edition,dgsahlin,6
412,10156,The Russian Campaign: 4th edition,altohorn,5.5
413,10156,The Russian Campaign: 4th edition,kilfara,5.5
414,10156,The Russian Campaign: 4th edition,Eric the Red,5
415,10156,The Russian Campaign: 4th edition,Orlokken,5
416,10156,The Russian Campaign: 4th edition,yankeeap,5
417,10156,The Russian Campaign: 4th edition,bentlarsen,5
418,10156,The Russian Campaign: 4th edition,Jensenmann,5
419,10156,The Russian Campaign: 4th edition,Arlecchino,5
420,10156,The Russian Campaign: 4th edition,nashesq,5
421,10156,The Russian Campaign: 4th edition,trs62,5
422,10156,The Russian Campaign: 4th edition,Pete Atack,4.5
423,10156,The Russian Campaign: 4th edition,cratex,4
424,10156,The Russian Campaign: 4th edition,duron600,4
425,10156,The Russian Campaign: 4th edition,Jeff Schulte,4
426,10156,The Russian Campaign: 4th edition,Bodo,3.5
427,10156,The Russian Campaign: 4th edition,zaratustro,3
428,10156,The Russian Campaign: 4th edition,nickp,2
429,10156,The Russian Campaign: 4th edition,Mundster,2
430,10156,The Russian Campaign: 4th edition,subsrusnf,1
431,10168,Citadel: The Battle of Dien Bien Phu,Michael E.,10
432,10168,Citadel: The Battle of Dien Bien Phu,Mundster,10
433,10168,Citadel: The Battle of Dien Bien Phu,bir_hacheim,10
434,10168,Citadel: The Battle of Dien Bien Phu,bir_hacheim,10
435,10168,Citadel: The Battle of Dien Bien Phu,Roger55,10
436,10168,Citadel: The Battle of Dien Bien Phu,jackiesavon,10
437,10168,Citadel: The Battle of Dien Bien Phu,The Eraser,10
438,10168,Citadel: The Battle of Dien Bien Phu,fantassin,10
439,10168,Citadel: The Battle of Dien Bien Phu,BOB JAMES,10
440,10168,Citadel: The Battle of Dien Bien Phu,Sakke_af_Lindh,10
441,10168,Citadel: The Battle of Dien Bien Phu,Eddy Vickery,9
442,10168,Citadel: The Battle of Dien Bien Phu,Pete Atack,9
443,10168,Citadel: The Battle of Dien Bien Phu,ndanger666,9
444,10168,Citadel: The Battle of Dien Bien Phu,Hooty,9
445,10168,Citadel: The Battle of Dien Bien Phu,KMB62,9
446,10168,Citadel: The Battle of Dien Bien Phu,fokkersrdutch,9
447,10168,Citadel: The Battle of Dien Bien Phu,petegs,9
448,10168,Citadel: The Battle of Dien Bien Phu,racecat,9
449,10168,Citadel: The Battle of Dien Bien Phu,steveyz,9
450,10168,Citadel: The Battle of Dien Bien Phu,laurent76haquet,9
451,10168,Citadel: The Battle of Dien Bien Phu,nsevaux,9
452,10168,Citadel: The Battle of Dien Bien Phu,Oldwargamer,9
453,10168,Citadel: The Battle of Dien Bien Phu,animelib,9
454,10168,Citadel: The Battle of Dien Bien Phu,brandysta,8.5
455,10168,Citadel: The Battle of Dien Bien Phu,zelvar,8
456,10168,Citadel: The Battle of Dien Bien Phu,alcazar,8
457,10168,Citadel: The Battle of Dien Bien Phu,Dougpoe,8
458,10168,Citadel: The Battle of Dien Bien Phu,JohnKoz,8
459,10168,Citadel: The Battle of Dien Bien Phu,David Ells,8
460,10168,Citadel: The Battle of Dien Bien Phu,Across the Rhine,8
461,10168,Citadel: The Battle of Dien Bien Phu,licinius,8
462,10168,Citadel: The Battle of Dien Bien Phu,MAAL,8
463,10168,Citadel: The Battle of Dien Bien Phu,mrbrown,8
464,10168,Citadel: The Battle of Dien Bien Phu,FLzing,8
465,10168,Citadel: The Battle of Dien Bien Phu,zautman,8
466,10168,Citadel: The Battle of Dien Bien Phu,TimW42,8
467,10168,Citadel: The Battle of Dien Bien Phu,dmpezan,8
468,10168,Citadel: The Battle of Dien Bien Phu,erniemacmurray,8
469,10168,Citadel: The Battle of Dien Bien Phu,Hattori Hanzo,8
470,10168,Citadel: The Battle of Dien Bien Phu,claymore58,8
471,10168,Citadel: The Battle of Dien Bien Phu,rschindl@swbell.net,7.9
472,10168,Citadel: The Battle of Dien Bien Phu,PAYDIRT,7.5
473,10168,Citadel: The Battle of Dien Bien Phu,Wilhammer,7.5
474,10168,Citadel: The Battle of Dien Bien Phu,oldgoat3769967,7.5
475,10168,Citadel: The Battle of Dien Bien Phu,eastnfrontg,7.4
476,10168,Citadel: The Battle of Dien Bien Phu,Delphinium,7
477,10168,Citadel: The Battle of Dien Bien Phu,jackolantern,7
478,10168,Citadel: The Battle of Dien Bien Phu,arverne,7
479,10168,Citadel: The Battle of Dien Bien Phu,trokmer,7
